Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID0306,06-01-2015 12:05,Dan,Fridge,Y,N,82,0 days 00:05:40,3
ID0307,06-01-2015 12:07,Becky,Television,Y,N,102,0 days 00:05:53,5
ID0308,06-01-2015 12:07,Jim,Fridge,Y,Y,120,0 days 00:00:52,5
ID0309,06-01-2015 13:30,Greg,Television,Y,Y,70,0 days 00:05:19,3
ID0310,06-01-2015 13:30,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID0311,06-01-2015 13:58,Stewart,Toaster,Y,Y,122,0 days 00:02:56,3
ID0312,06-01-2015 13:58,Martha,Television,N,N,0,0 days 00:00:00,0
ID0313,06-01-2015 14:03,Joe,Toaster,Y,Y,19,0 days 00:00:55,1
ID0314,06-01-2015 14:03,Greg,Toaster,Y,Y,71,0 days 00:02:37,4
ID0315,06-01-2015 14:13,Joe,Air Conditioner,Y,Y,24,0 days 00:04:59,1
ID0316,06-01-2015 14:13,Martha,Air Conditioner,Y,Y,67,0 days 00:05:36,1
ID0317,06-01-2015 14:32,Martha,Television,Y,N,57,0 days 00:04:14,3
ID0318,06-01-2015 14:32,Diane,Television,Y,Y,108,0 days 00:05:03,4
ID0319,06-01-2015 14:57,Stewart,Toaster,Y,Y,99,0 days 00:04:08,4
ID0320,06-01-2015 14:57,Stewart,Toaster,Y,Y,56,0 days 00:04:52,1
ID0321,06-01-2015 15:02,Stewart,Toaster,Y,Y,121,0 days 00:03:57,3
ID0322,06-01-2015 15:02,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID0323,06-01-2015 15:12,Joe,Washing Machine,Y,Y,72,0 days 00:06:00,1
ID0324,06-01-2015 15:12,Greg,Washing Machine,Y,Y,54,0 days 00:06:15,4
ID0325,06-01-2015 16:17,Martha,Fridge,Y,Y,30,0 days 00:04:36,3
ID0326,06-01-2015 16:17,Jim,Toaster,Y,Y,44,0 days 00:01:04,2
ID0327,06-01-2015 16:22,Greg,Toaster,Y,N,97,0 days 00:01:58,4
ID0328,06-01-2015 16:22,Jim,Television,Y,Y,47,0 days 00:01:49,3
ID0329,06-01-2015 16:27,Dan,Television,Y,Y,53,0 days 00:01:43,3
ID0330,06-01-2015 16:27,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID0331,06-01-2015 16:35,Martha,Toaster,N,N,0,0 days 00:00:00,0
ID0332,06-01-2015 16:35,Jim,Television,N,N,0,0 days 00:00:00,0
ID0333,06-01-2015 16:39,Stewart,Fridge,Y,Y,81,0 days 00:03:45,3
ID0334,06-01-2015 16:39,Diane,Washing Machine,Y,Y,11,0 days 00:00:34,4
ID0335,06-01-2015 17:00,Martha,Toaster,Y,Y,48,0 days 00:00:53,5
ID0336,06-01-2015 17:00,Stewart,Washing Machine,Y,Y,37,0 days 00:06:54,5
ID0337,06-01-2015 17:19,Martha,Air Conditioner,Y,Y,115,0 days 00:02:34,4
ID0338,06-01-2015 17:19,Greg,Toaster,Y,Y,81,0 days 00:00:53,4
ID0339,06-01-2015 17:21,Becky,Washing Machine,N,N,0,0 days 00:00:00,0
ID0340,06-01-2015 17:21,Jim,Fridge,Y,Y,12,0 days 00:03:12,5
ID0341,06-01-2015 17:22,Stewart,Fridge,Y,Y,75,0 days 00:02:51,3
ID0342,06-01-2015 17:22,Jim,Washing Machine,Y,Y,42,0 days 00:01:17,4
ID0343,06-01-2015 17:24,Greg,Fridge,Y,Y,96,0 days 00:01:45,5
ID0344,06-01-2015 17:24,Stewart,Toaster,Y,Y,58,0 days 00:01:51,5
ID0345,07-01-2015 09:04,Dan,Washing Machine,Y,Y,62,0 days 00:05:16,5
ID0346,07-01-2015 09:04,Greg,Toaster,Y,Y,74,0 days 00:02:10,5
ID0347,07-01-2015 09:07,Becky,Air Conditioner,Y,Y,26,0 days 00:01:10,3
ID0348,07-01-2015 09:07,Diane,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0349,07-01-2015 09:20,Joe,Air Conditioner,Y,Y,40,0 days 00:05:08,2
ID0350,07-01-2015 09:20,Joe,Television,Y,Y,12,0 days 00:04:54,3
ID0351,07-01-2015 10:14,Joe,Washing Machine,Y,Y,114,0 days 00:03:41,5
ID0352,07-01-2015 10:14,Becky,Washing Machine,Y,Y,85,0 days 00:03:29,4
ID0353,07-01-2015 10:23,Diane,Fridge,Y,Y,52,0 days 00:01:55,5
ID0354,07-01-2015 10:23,Greg,Television,Y,Y,60,0 days 00:04:18,3
ID0355,07-01-2015 10:33,Joe,Fridge,Y,Y,76,0 days 00:05:07,4
ID0356,07-01-2015 10:33,Stewart,Washing Machine,N,N,0,0 days 00:00:00,0
ID0357,07-01-2015 10:48,Becky,Television,N,N,0,0 days 00:00:00,0
ID0358,07-01-2015 10:48,Joe,Television,Y,Y,25,0 days 00:01:20,5
ID0359,07-01-2015 11:36,Greg,Television,Y,Y,37,0 days 00:02:32,3
ID0360,07-01-2015 11:36,Dan,Fridge,Y,Y,71,0 days 00:05:41,3
ID0361,07-01-2015 11:42,Jim,Fridge,Y,Y,76,0 days 00:04:37,1
ID0362,07-01-2015 11:42,Stewart,Air Conditioner,Y,Y,66,0 days 00:06:50,3
ID0363,07-01-2015 11:47,Diane,Fridge,Y,Y,72,0 days 00:03:25,3
ID0364,07-01-2015 11:47,Jim,Fridge,Y,Y,47,0 days 00:06:37,5
ID0365,07-01-2015 12:08,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID0366,07-01-2015 12:08,Greg,Toaster,Y,Y,29,0 days 00:02:51,5
ID0367,07-01-2015 12:36,Dan,Television,N,N,0,0 days 00:00:00,0
ID0368,07-01-2015 12:36,Becky,Washing Machine,Y,Y,122,0 days 00:01:40,4
ID0369,07-01-2015 12:48,Greg,Air Conditioner,Y,Y,52,0 days 00:04:06,5
ID0370,07-01-2015 12:48,Martha,Fridge,Y,Y,33,0 days 00:04:26,4
ID0371,07-01-2015 13:26,Joe,Toaster,Y,Y,123,0 days 00:02:24,3
ID0372,07-01-2015 13:26,Greg,Air Conditioner,Y,Y,23,0 days 00:02:03,4
ID0373,07-01-2015 13:30,Becky,Television,N,N,0,0 days 00:00:00,0
ID0374,07-01-2015 13:30,Stewart,Fridge,Y,N,29,0 days 00:03:25,5
ID0375,07-01-2015 13:42,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID0376,07-01-2015 13:42,Becky,Television,Y,Y,54,0 days 00:03:48,5
ID0377,07-01-2015 13:45,Dan,Television,Y,Y,14,0 days 00:04:43,4
ID0378,07-01-2015 13:45,Dan,Toaster,Y,Y,11,0 days 00:04:25,3
ID0379,07-01-2015 14:31,Joe,Toaster,Y,Y,84,0 days 00:04:59,1
ID0380,07-01-2015 14:31,Martha,Toaster,Y,Y,21,0 days 00:02:51,4
ID0381,07-01-2015 15:53,Martha,Air Conditioner,Y,N,81,0 days 00:05:10,3
ID0382,07-01-2015 15:53,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID0383,07-01-2015 16:07,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID0384,07-01-2015 16:07,Stewart,Air Conditioner,Y,Y,84,0 days 00:06:22,4
ID0385,07-01-2015 16:29,Martha,Television,Y,Y,118,0 days 00:03:35,2
ID0386,07-01-2015 16:29,Becky,Air Conditioner,Y,Y,35,0 days 00:06:15,2
ID0387,07-01-2015 16:40,Dan,Toaster,Y,Y,82,0 days 00:02:13,3
ID0388,07-01-2015 16:40,Jim,Television,Y,Y,119,0 days 00:03:03,4
ID0389,07-01-2015 17:03,Jim,Washing Machine,Y,Y,107,0 days 00:06:46,2
ID0390,07-01-2015 17:03,Joe,Washing Machine,Y,Y,86,0 days 00:00:42,4
ID0391,07-01-2015 17:39,Diane,Television,Y,Y,76,0 days 00:01:23,4
ID0392,07-01-2015 17:39,Stewart,Television,Y,N,78,0 days 00:03:07,3
ID0393,07-01-2015 17:47,Jim,Fridge,Y,Y,118,0 days 00:00:33,3
ID0394,07-01-2015 17:47,Diane,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0395,07-01-2015 17:48,Joe,Fridge,Y,Y,47,0 days 00:02:02,5
ID0396,07-01-2015 17:48,Diane,Fridge,Y,Y,86,0 days 00:02:58,2
ID0397,07-01-2015 17:55,Greg,Air Conditioner,Y,Y,76,0 days 00:05:52,3
ID0398,07-01-2015 17:55,Jim,Toaster,Y,Y,32,0 days 00:03:23,4
ID0399,08-01-2015 09:00,Joe,Fridge,Y,Y,98,0 days 00:03:33,5
ID0400,08-01-2015 09:00,Jim,Air Conditioner,Y,Y,86,0 days 00:00:37,4
ID0401,08-01-2015 09:24,Diane,Air Conditioner,Y,Y,37,0 days 00:01:05,3
ID0402,08-01-2015 09:24,Greg,Fridge,Y,Y,15,0 days 00:04:27,5
ID0403,08-01-2015 09:47,Diane,Washing Machine,Y,Y,114,0 days 00:04:13,5
ID0404,08-01-2015 09:47,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID0405,08-01-2015 09:59,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0406,08-01-2015 09:59,Martha,Television,N,N,0,0 days 00:00:00,0
ID0407,08-01-2015 10:42,Martha,Television,Y,N,23,0 days 00:02:16,3
ID0408,08-01-2015 10:42,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID0409,08-01-2015 10:49,Joe,Fridge,Y,Y,69,0 days 00:05:41,3
ID0410,08-01-2015 10:49,Stewart,Washing Machine,Y,Y,15,0 days 00:06:10,4
ID0411,08-01-2015 10:49,Becky,Air Conditioner,Y,Y,119,0 days 00:05:28,3
ID0412,08-01-2015 10:49,Becky,Television,Y,Y,68,0 days 00:05:17,1
ID0413,08-01-2015 11:00,Diane,Washing Machine,Y,Y,115,0 days 00:06:10,3
ID0414,08-01-2015 11:00,Joe,Washing Machine,Y,Y,84,0 days 00:01:11,5
ID0415,08-01-2015 11:16,Dan,Washing Machine,Y,N,59,0 days 00:01:17,4
ID0416,08-01-2015 11:16,Diane,Air Conditioner,Y,N,112,0 days 00:03:34,4
ID0417,08-01-2015 11:16,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID0418,08-01-2015 11:16,Dan,Fridge,Y,Y,39,0 days 00:04:51,3
ID0419,08-01-2015 12:12,Jim,Television,Y,Y,31,0 days 00:06:35,5
ID0420,08-01-2015 12:12,Dan,Television,Y,Y,112,0 days 00:03:41,2
ID0421,08-01-2015 12:14,Greg,Television,Y,Y,49,0 days 00:02:25,4
ID0422,08-01-2015 12:14,Greg,Air Conditioner,Y,Y,18,0 days 00:06:38,3
ID0423,08-01-2015 12:38,Stewart,Air Conditioner,Y,Y,80,0 days 00:02:43,4
ID0424,08-01-2015 12:38,Dan,Fridge,Y,Y,57,0 days 00:02:33,3
ID0425,08-01-2015 12:48,Stewart,Washing Machine,N,N,0,0 days 00:00:00,0
ID0426,08-01-2015 12:48,Diane,Washing Machine,Y,N,87,0 days 00:06:18,4
ID0427,08-01-2015 13:10,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID0428,08-01-2015 13:10,Greg,Television,Y,Y,81,0 days 00:05:56,3
ID0429,08-01-2015 13:10,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0430,08-01-2015 13:10,Jim,Television,Y,Y,47,0 days 00:02:11,5
ID0431,08-01-2015 13:17,Joe,Television,Y,Y,57,0 days 00:06:15,4
ID0432,08-01-2015 13:17,Becky,Toaster,N,N,0,0 days 00:00:00,0
ID0433,08-01-2015 13:43,Joe,Washing Machine,Y,Y,104,0 days 00:03:55,4
ID0434,08-01-2015 13:43,Becky,Fridge,Y,Y,16,0 days 00:05:46,3
ID0435,08-01-2015 15:37,Greg,Television,Y,Y,37,0 days 00:04:13,4
ID0436,08-01-2015 15:37,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID0437,08-01-2015 15:43,Stewart,Air Conditioner,Y,Y,61,0 days 00:02:06,4
ID0438,08-01-2015 15:43,Stewart,Fridge,Y,N,41,0 days 00:03:10,4
ID0439,08-01-2015 15:53,Diane,Television,Y,Y,40,0 days 00:01:21,4
ID0440,08-01-2015 15:53,Diane,Fridge,Y,Y,55,0 days 00:05:21,2
ID0441,08-01-2015 15:54,Greg,Fridge,Y,Y,92,0 days 00:00:53,3
ID0442,08-01-2015 15:54,Dan,Washing Machine,Y,Y,118,0 days 00:01:38,5
ID0443,08-01-2015 16:37,Dan,Television,Y,Y,82,0 days 00:05:43,3
ID0444,08-01-2015 16:37,Dan,Television,Y,Y,83,0 days 00:01:20,3
ID0445,08-01-2015 18:00,Jim,Toaster,Y,Y,78,0 days 00:05:13,2
ID0446,08-01-2015 18:00,Diane,Toaster,Y,N,111,0 days 00:05:14,5
ID0447,09-01-2015 09:07,Jim,Washing Machine,Y,Y,107,0 days 00:05:22,4
ID0448,09-01-2015 09:07,Martha,Television,Y,Y,108,0 days 00:04:03,2
ID0449,09-01-2015 09:24,Greg,Toaster,Y,Y,97,0 days 00:02:39,5
ID0450,09-01-2015 09:24,Dan,Television,Y,Y,31,0 days 00:06:20,5
ID0451,09-01-2015 09:34,Martha,Toaster,Y,Y,20,0 days 00:01:49,4
ID0452,09-01-2015 09:34,Jim,Fridge,Y,Y,110,0 days 00:06:53,3
ID0453,09-01-2015 10:22,Dan,Air Conditioner,Y,Y,86,0 days 00:05:02,5
ID0454,09-01-2015 10:22,Becky,Television,Y,Y,77,0 days 00:02:11,4
ID0455,09-01-2015 10:29,Diane,Television,Y,Y,119,0 days 00:06:47,3
ID0456,09-01-2015 10:29,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID0457,09-01-2015 10:32,Jim,Air Conditioner,Y,Y,13,0 days 00:03:06,3
ID0458,09-01-2015 10:32,Stewart,Toaster,Y,Y,106,0 days 00:02:27,5
ID0459,09-01-2015 10:58,Joe,Toaster,Y,Y,35,0 days 00:05:25,3
ID0460,09-01-2015 10:58,Martha,Washing Machine,Y,N,46,0 days 00:05:23,3
ID0461,09-01-2015 11:05,Stewart,Fridge,Y,N,24,0 days 00:06:15,3
ID0462,09-01-2015 11:05,Stewart,Television,Y,Y,88,0 days 00:06:33,5
ID0463,09-01-2015 11:11,Joe,Fridge,Y,Y,81,0 days 00:02:42,3
ID0464,09-01-2015 11:11,Jim,Toaster,Y,Y,96,0 days 00:04:33,3
ID0465,09-01-2015 11:16,Becky,Fridge,Y,Y,46,0 days 00:06:05,3
ID0466,09-01-2015 11:16,Dan,Washing Machine,Y,Y,25,0 days 00:01:40,4
ID0467,09-01-2015 11:25,Stewart,Fridge,Y,Y,81,0 days 00:02:07,4
ID0468,09-01-2015 11:25,Dan,Toaster,N,N,0,0 days 00:00:00,0
ID0469,09-01-2015 11:48,Dan,Air Conditioner,Y,Y,97,0 days 00:06:50,1
ID0470,09-01-2015 11:48,Martha,Air Conditioner,Y,Y,116,0 days 00:03:16,5
ID0471,09-01-2015 11:48,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID0472,09-01-2015 11:48,Dan,Fridge,N,N,0,0 days 00:00:00,0
ID0473,09-01-2015 11:48,Becky,Toaster,Y,Y,87,0 days 00:05:45,5
ID0474,09-01-2015 11:48,Dan,Air Conditioner,Y,Y,43,0 days 00:00:35,4
ID0475,09-01-2015 11:55,Greg,Washing Machine,Y,Y,102,0 days 00:04:48,3
ID0476,09-01-2015 11:55,Dan,Toaster,Y,Y,95,0 days 00:05:49,5
ID0477,09-01-2015 12:31,Dan,Air Conditioner,Y,Y,108,0 days 00:04:45,3
ID0478,09-01-2015 12:31,Dan,Fridge,Y,Y,80,0 days 00:02:11,4
ID0479,09-01-2015 12:33,Diane,Toaster,Y,Y,61,0 days 00:00:36,5
ID0480,09-01-2015 12:33,Greg,Washing Machine,Y,Y,18,0 days 00:05:05,5
ID0481,09-01-2015 12:40,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID0482,09-01-2015 12:40,Becky,Fridge,Y,N,10,0 days 00:00:54,4
ID0483,09-01-2015 12:50,Diane,Toaster,Y,Y,92,0 days 00:02:25,3
ID0484,09-01-2015 12:50,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0485,09-01-2015 13:03,Becky,Washing Machine,Y,Y,120,0 days 00:04:28,1
ID0486,09-01-2015 13:03,Dan,Air Conditioner,Y,Y,63,0 days 00:04:59,3
ID0487,09-01-2015 13:39,Becky,Television,N,N,0,0 days 00:00:00,0
ID0488,09-01-2015 13:39,Joe,Television,Y,Y,101,0 days 00:05:30,3
ID0489,09-01-2015 13:59,Joe,Toaster,Y,Y,105,0 days 00:01:20,1
ID0490,09-01-2015 13:59,Joe,Washing Machine,Y,Y,21,0 days 00:01:38,4
ID0491,09-01-2015 14:12,Joe,Toaster,Y,Y,34,0 days 00:05:10,4
ID0492,09-01-2015 14:12,Stewart,Air Conditioner,Y,Y,78,0 days 00:03:25,1
ID0493,09-01-2015 14:19,Diane,Television,Y,Y,44,0 days 00:02:54,3
ID0494,09-01-2015 14:19,Joe,Fridge,Y,Y,98,0 days 00:01:43,1
ID0495,09-01-2015 14:51,Martha,Toaster,Y,Y,23,0 days 00:03:23,1
ID0496,09-01-2015 14:51,Stewart,Fridge,Y,Y,28,0 days 00:06:20,3
ID0497,09-01-2015 15:43,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0498,09-01-2015 15:43,Martha,Fridge,Y,Y,43,0 days 00:01:03,5
ID0499,09-01-2015 16:58,Stewart,Television,N,N,0,0 days 00:00:00,0
ID0500,09-01-2015 16:58,Martha,Washing Machine,N,N,0,0 days 00:00:00,0
ID0501,09-01-2015 17:05,Diane,Toaster,Y,Y,119,0 days 00:00:50,4
ID0502,09-01-2015 17:05,Dan,Toaster,Y,Y,32,0 days 00:02:54,5
ID0503,09-01-2015 17:21,Greg,Television,Y,N,50,0 days 00:04:17,3
ID0504,09-01-2015 17:21,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID0505,09-01-2015 17:22,Joe,Toaster,Y,Y,35,0 days 00:04:46,4
ID0506,09-01-2015 17:22,Jim,Washing Machine,Y,Y,27,0 days 00:02:43,3
ID0507,09-01-2015 17:24,Stewart,Television,Y,Y,121,0 days 00:03:20,4
ID0508,09-01-2015 17:24,Becky,Television,Y,Y,42,0 days 00:06:58,2
ID0509,09-01-2015 17:28,Greg,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0510,09-01-2015 17:28,Dan,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0511,09-01-2015 17:32,Greg,Toaster,Y,Y,107,0 days 00:01:05,5
ID0512,09-01-2015 17:32,Martha,Television,Y,Y,116,0 days 00:03:31,4
ID0513,09-01-2015 17:42,Dan,Air Conditioner,Y,N,60,0 days 00:02:06,3
ID0514,09-01-2015 17:42,Jim,Toaster,Y,Y,116,0 days 00:04:38,4
ID0515,10-01-2015 09:00,Stewart,Toaster,Y,Y,19,0 days 00:06:11,5
ID0516,10-01-2015 09:00,Martha,Washing Machine,Y,Y,75,0 days 00:05:50,3
ID0517,10-01-2015 09:08,Becky,Fridge,Y,Y,23,0 days 00:00:48,3
ID0518,10-01-2015 09:08,Diane,Air Conditioner,Y,Y,69,0 days 00:03:53,3
ID0519,10-01-2015 10:06,Jim,Television,Y,Y,64,0 days 00:04:23,5
ID0520,10-01-2015 10:06,Martha,Television,Y,Y,117,0 days 00:03:23,3
ID0521,10-01-2015 10:35,Jim,Television,Y,Y,12,0 days 00:06:34,4
ID0522,10-01-2015 10:35,Diane,Fridge,Y,Y,102,0 days 00:02:38,4
ID0523,10-01-2015 11:11,Dan,Air Conditioner,Y,Y,46,0 days 00:06:32,4
ID0524,10-01-2015 11:11,Martha,Television,Y,N,47,0 days 00:01:27,4
ID0525,10-01-2015 11:18,Dan,Television,Y,Y,98,0 days 00:02:23,4
ID0526,10-01-2015 11:18,Jim,Washing Machine,Y,Y,84,0 days 00:04:17,4
ID0527,10-01-2015 11:29,Greg,Television,Y,Y,12,0 days 00:02:13,3
ID0528,10-01-2015 11:29,Greg,Toaster,Y,Y,88,0 days 00:03:26,4
ID0529,10-01-2015 11:31,Stewart,Washing Machine,Y,Y,97,0 days 00:05:53,1
ID0530,10-01-2015 11:31,Joe,Fridge,Y,Y,51,0 days 00:05:56,3
ID0531,10-01-2015 11:47,Becky,Fridge,N,N,0,0 days 00:00:00,0
ID0532,10-01-2015 11:47,Dan,Television,Y,Y,106,0 days 00:02:37,4
ID0533,10-01-2015 12:27,Diane,Fridge,Y,Y,34,0 days 00:03:52,4
ID0534,10-01-2015 12:27,Stewart,Television,N,N,0,0 days 00:00:00,0
ID0535,10-01-2015 12:33,Dan,Air Conditioner,Y,Y,51,0 days 00:05:33,3
ID0536,10-01-2015 12:33,Greg,Air Conditioner,Y,Y,74,0 days 00:04:54,4
ID0537,10-01-2015 12:56,Greg,Washing Machine,Y,Y,29,0 days 00:01:16,3
ID0538,10-01-2015 12:56,Martha,Fridge,Y,Y,123,0 days 00:06:15,3
ID0539,10-01-2015 13:13,Becky,Washing Machine,Y,Y,100,0 days 00:00:41,4
ID0540,10-01-2015 13:13,Dan,Television,Y,Y,43,0 days 00:06:53,3
ID0541,10-01-2015 13:48,Becky,Air Conditioner,Y,Y,24,0 days 00:04:29,4
ID0542,10-01-2015 13:48,Jim,Television,Y,Y,78,0 days 00:06:14,4
ID0543,10-01-2015 13:52,Joe,Toaster,Y,Y,28,0 days 00:06:07,5
ID0544,10-01-2015 13:52,Joe,Fridge,Y,Y,36,0 days 00:01:28,3
ID0545,10-01-2015 14:09,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID0546,10-01-2015 14:09,Jim,Toaster,Y,Y,10,0 days 00:04:32,2
ID0547,10-01-2015 14:16,Dan,Television,Y,Y,43,0 days 00:06:42,3
ID0548,10-01-2015 14:16,Stewart,Air Conditioner,Y,Y,19,0 days 00:00:38,3
ID0549,10-01-2015 14:25,Diane,Fridge,Y,Y,74,0 days 00:06:34,3
ID0550,10-01-2015 14:25,Jim,Television,Y,Y,71,0 days 00:04:05,1
ID0551,10-01-2015 14:32,Joe,Fridge,Y,Y,117,0 days 00:06:16,5
ID0552,10-01-2015 14:32,Joe,Washing Machine,Y,Y,61,0 days 00:05:01,3
ID0553,10-01-2015 14:58,Joe,Washing Machine,Y,Y,118,0 days 00:03:20,3
ID0554,10-01-2015 14:58,Martha,Fridge,Y,Y,87,0 days 00:04:18,4
ID0555,10-01-2015 15:56,Diane,Toaster,Y,Y,48,0 days 00:01:06,4
ID0556,10-01-2015 15:56,Joe,Washing Machine,Y,Y,112,0 days 00:02:14,1
ID0557,10-01-2015 16:00,Stewart,Washing Machine,Y,Y,99,0 days 00:02:44,5
ID0558,10-01-2015 16:00,Becky,Air Conditioner,Y,Y,103,0 days 00:02:56,4
ID0559,10-01-2015 16:37,Joe,Toaster,Y,Y,102,0 days 00:00:38,5
ID0560,10-01-2015 16:37,Joe,Toaster,Y,Y,74,0 days 00:06:56,5
ID0561,10-01-2015 16:37,Greg,Toaster,Y,Y,28,0 days 00:01:29,1
ID0562,10-01-2015 16:37,Joe,Washing Machine,Y,Y,64,0 days 00:02:33,4
ID0563,10-01-2015 16:42,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID0564,10-01-2015 16:42,Becky,Toaster,Y,Y,81,0 days 00:06:36,4
ID0565,10-01-2015 16:58,Becky,Television,Y,Y,121,0 days 00:01:04,3
ID0566,10-01-2015 16:58,Joe,Air Conditioner,Y,Y,117,0 days 00:02:51,4
ID0567,10-01-2015 17:24,Diane,Toaster,Y,Y,55,0 days 00:04:14,4
ID0568,10-01-2015 17:24,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID0569,10-01-2015 17:25,Becky,Television,Y,Y,79,0 days 00:02:30,3
ID0570,10-01-2015 17:25,Martha,Air Conditioner,Y,Y,120,0 days 00:02:09,1
ID0571,10-01-2015 17:31,Stewart,Washing Machine,Y,Y,50,0 days 00:02:41,2
ID0572,10-01-2015 17:31,Martha,Fridge,Y,N,15,0 days 00:03:03,1
ID0573,10-01-2015 17:35,Dan,Television,Y,Y,10,0 days 00:04:58,3
ID0574,10-01-2015 17:35,Greg,Air Conditioner,Y,Y,110,0 days 00:04:14,3
ID0575,10-01-2015 17:39,Greg,Toaster,Y,Y,69,0 days 00:00:47,3
ID0576,10-01-2015 17:39,Jim,Washing Machine,Y,N,122,0 days 00:02:48,1
ID0577,10-01-2015 17:48,Diane,Washing Machine,Y,Y,47,0 days 00:00:58,3
ID0578,10-01-2015 17:48,Greg,Air Conditioner,Y,N,124,0 days 00:06:46,5
ID0579,11-01-2015 09:30,Martha,Television,Y,Y,92,0 days 00:02:01,3
ID0580,11-01-2015 09:30,Becky,Toaster,Y,Y,110,0 days 00:05:32,2
ID0581,11-01-2015 09:37,Stewart,Television,Y,Y,84,0 days 00:02:25,4
ID0582,11-01-2015 09:37,Stewart,Fridge,N,N,0,0 days 00:00:00,0
ID0583,11-01-2015 09:38,Diane,Fridge,Y,Y,81,0 days 00:04:21,5
ID0584,11-01-2015 09:38,Greg,Toaster,Y,Y,116,0 days 00:02:09,4
ID0585,11-01-2015 09:38,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID0586,11-01-2015 09:38,Joe,Television,Y,Y,63,0 days 00:04:09,3
ID0587,11-01-2015 09:48,Dan,Television,N,N,0,0 days 00:00:00,0
ID0588,11-01-2015 09:48,Joe,Television,Y,Y,30,0 days 00:04:31,3
ID0589,11-01-2015 10:04,Diane,Fridge,Y,Y,22,0 days 00:05:42,3
ID0590,11-01-2015 10:04,Stewart,Air Conditioner,Y,Y,31,0 days 00:05:20,3
ID0591,11-01-2015 10:13,Diane,Toaster,Y,Y,47,0 days 00:02:32,3
ID0592,11-01-2015 10:13,Dan,Air Conditioner,Y,Y,88,0 days 00:04:34,3
ID0593,11-01-2015 10:20,Martha,Television,Y,Y,106,0 days 00:03:39,4
ID0594,11-01-2015 10:20,Diane,Toaster,Y,Y,70,0 days 00:01:27,5
ID0595,11-01-2015 10:26,Martha,Toaster,Y,Y,77,0 days 00:05:37,3
ID0596,11-01-2015 10:26,Joe,Television,Y,Y,82,0 days 00:06:41,3
ID0597,11-01-2015 10:32,Greg,Washing Machine,Y,Y,84,0 days 00:04:45,3
ID0598,11-01-2015 10:32,Martha,Air Conditioner,Y,Y,50,0 days 00:06:06,4
ID0599,11-01-2015 11:05,Martha,Fridge,N,N,0,0 days 00:00:00,0
ID0600,11-01-2015 11:05,Becky,Washing Machine,Y,Y,73,0 days 00:00:45,3
ID0601,11-01-2015 11:28,Greg,Washing Machine,Y,Y,79,0 days 00:05:24,3
ID0602,11-01-2015 11:28,Dan,Washing Machine,Y,Y,124,0 days 00:03:58,5
ID0603,11-01-2015 11:29,Stewart,Fridge,N,N,0,0 days 00:00:00,0
ID0604,11-01-2015 11:29,Becky,Air Conditioner,Y,N,75,0 days 00:03:33,4
ID0605,11-01-2015 11:36,Becky,Air Conditioner,Y,Y,34,0 days 00:04:31,3
ID0606,11-01-2015 11:36,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID0607,11-01-2015 11:47,Stewart,Television,Y,Y,116,0 days 00:03:56,3
ID0608,11-01-2015 11:47,Dan,Toaster,Y,Y,20,0 days 00:00:33,3
ID0609,11-01-2015 12:10,Jim,Television,Y,Y,105,0 days 00:06:38,1
ID0610,11-01-2015 12:10,Diane,Toaster,Y,Y,25,0 days 00:00:53,3
ID0611,11-01-2015 12:20,Diane,Toaster,Y,Y,16,0 days 00:06:22,4
ID0612,11-01-2015 12:20,Martha,Washing Machine,Y,Y,64,0 days 00:02:40,4
ID0613,11-01-2015 12:24,Stewart,Fridge,Y,Y,82,0 days 00:06:51,3
ID0614,11-01-2015 12:24,Dan,Television,Y,Y,13,0 days 00:02:09,5
